	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	"SUM 
Completed"	URL	Home Site	Lab Size	Pub Rate	Other Journals	First Author Affiliation	First Author Career Duration	First Author Degree	First Author Degree Area	world_rank_x	country_x	national_rank	quality_of_education	alumni_employment	quality_of_faculty	publications	influence	citations_x	broad_impact	patents	score	year_x	world_rank_y	country_y	teaching	international	research	citations_y	income	total_score	num_students	student_staff_ratio	international_students	female_male_ratio	year_y	city_ascii	state_id	state_name	county_fips	county_name	lat	lng	population	density	source	military	incorporated	timezone	ranking	zips	county	labor_force	employed	unemployed	rate	(Grover) Falsified Media	Falsified Media (Manually labeled)
131	Meiou Dai, Amal A Al-Odaini, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean-Jacques Lebrun	A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion	Breast Cancer Research 2012, 14:R127	10.1186/bcr3322	2012			1.0			Duplicated blot panels	1	3/28/17		1.0		1	http://doi.org/10.1186/bcr3322	BioMed	15	[nan, nan, nan, nan, 0.31313131313131315]	[[], [], [], [], []]	McGill University	13.0	PhD	Department of Medicine	42.0	Canada	2.0	34.0	37.0	75.0	33.0	53.0	44.0	34.0	132.0	56.49	2015.0	39	Canada	63.3	79.0	69.9	76.0	38.6	69.6	31,326	13.7	23%	56:44:00	2015.0																					0.6419475	0
132	Yi Fang Lee, Lance David Miller, Xiu Bin Chan, Michael A Black, Brendan Pang, Chee Wee Ong, Manuel Salto-Tellez, Edison T Liu, and Kartiki V Desai	JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast cancer	Breast Cancer Research 2012, 14:R85	10.1186/bcr3200	2012			1.0			duplicated blots, different exposure?	1	3/28/17		1.0		1	http://doi.org/10.1186/bcr3200	BioMed	24	[nan, nan, nan, nan, nan, 0.03636363636363636, nan, nan]	[[], [], [], [], [], ['Cancer Research ', 'Histopathology ', 'Journal of Clinical Pathology ', 'Journal of Clinical Oncology ', 'British Journal of Cancer ', 'Division of Molecular Pathology', 'Centre for Cancer Research and Cell Biology'], [], []]	National Taiwan University																																																		0.53656846	0
133	Meiou Dai, Amal A Al-Odaini, Nade_ge Fils-AimÃÂ, Manuel A Villatoro, Jimin Guo, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean Jacques Lebrunn	Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion	Breast Cancer Research 2013, 15:R49	10.1186/bcr3441	2013				1.0		Overlapping microscopy images	1	3/28/17		1.0		1	http://doi.org/10.1186/bcr3441	BioMed	21	[nan, 1.1666666666666667, nan, nan, nan, nan, 0.2872340425531915]	"[[], [], [], [], [], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Full Professor of Medicine', 'PostDoc Position']]"	McGill University	13.0	PhD	Department of Medicine	42.0	Canada	2.0	34.0	37.0	75.0	33.0	53.0	44.0	34.0	132.0	56.49	2015.0	39	Canada	63.3	79.0	69.9	76.0	38.6	69.6	31,326	13.7	23%	56:44:00	2015.0																					0.8085513	0
134	Zhaojia Wu, Siqi Shen, Zhiling Zhang, Weiwei Zhang, and Wei Xiao	Ubiquitin-conjugating enzyme complex Uev1A-Ubc13 promotes breast cancer metastasis through nuclear factor-_B mediated matrix metalloproteinase-1 gene regulation	Breast Cancer Research 2014, 16:R75	10.1186/bcr3692	2014				1.0		Overlapping microscopy images	1	3/28/17		1.0		1	http://doi.org/10.1186/bcr3692	BioMed	15	[nan, nan, nan, nan, nan]	[[], [], [], [], []]	Capital Normal University	7.0																																																	0.42411917	0
135	Alexandr V. Bazhin, Olga N. Shifrina, Marina S. Savchenko, Natalya K. Tikhomirova, Maria A. Goncharskaia, Vera A. Gorbunova, Ivan I. Senin, Alexandr G. Chuchalin, Pavel P. Philippov	Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but without a loss of vision	Lung Cancer 34 (2001) 99ÃÂ104	10.1016/S0169-5002(01)00212-4	2001				1.0		Duplicated blot strips	1				1.0	1	http://doi.org/10.1016/S0169-5002(01)00212-4	Cancer	24	[nan, nan, 0.7083333333333334, 0.2222222222222222, 0.05, nan, 0.23943661971830985, nan]	[[], [], ['Lung cancer  ', 'Biochemistry  ', 'European Respiratory Journal ', 'Bulletin of Experimental Biology and Medicine ', 'Oncology Letters ', 'A. N. Belozersky Research Institute of Physico-Chemical BiologyDepartment of Cell Signaling'], ['Cell Calcium ', 'Molecular Vision ', 'Frontiers in Molecular Neuroscience '], [], [], ['Russian Pulmonology ', 'Respiratory Medicine ', 'FARMAKOEKONOMIKA Modern Pharmacoeconomic and Pharmacoepidemiology ', 'International Journal of COPD ', 'European Respiratory Journal '], []]	Ludwig-Maximilians-University of Munich	17.0		Department of Cell Signaling																																															0.66745764	0
136	Marina S. Savchenko, Alexandr V. Bazhin, Olga N. Shifrina, Sofia A. Demoura, Eugenia A. Kogan, Alexandr G. Chuchalin, Pavel P. Philippov	Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy	Lung Cancer (2003) 41, 363__/367	10.1016/S0169-5002(03)00239-3	2003				1.0		Duplicated blot strips	1	7/5/16	1.0			1	http://doi.org/10.1016/S0169-5002(03)00239-3	Cancer	21	[0.7083333333333334, 0.06363636363636363, nan, nan, 0.375, nan, nan]	[['Lung cancer  ', 'Biochemistry  ', 'European Respiratory Journal ', 'Bulletin of Experimental Biology and Medicine ', 'Oncology Letters ', 'A. N. Belozersky Research Institute of Physico-Chemical BiologyDepartment of Cell Signaling'], ['Experimental Dermatology ', 'Cancers ', 'Pancreatology ', 'Lung cancer  ', 'International Journal of Cancer ', 'Department of Dermatology', 'Department of Cell Signaling'], [], [], ['Proceedings of SPIE - The International Society for Optical Engineering ', 'Lung cancer  ', 'Journal of photochemistry and photobiology. B, Biology '], [], []]	Lomonosov Moscow State University	29.0																																																	0.78248906	0
137	Stephana Carelli, Giorgia Zadra, Valentina Vaira, Monica Falleni, Luca Bottiglieri, Mario Nosotti, Anna Maria Di Giulio, Alfredo Gorio, Silvano Bosari	Up-regulation of focal adhesion kinase in non-small cell lung cancer	Lung Cancer (2006) 53, 263ÃÂ271	10.1016/j.lungcan.2006.06.001	2006					1.0	Duplicated lanes with blot panel	1				1.0	1	http://doi.org/10.1016/j.lungcan.2006.06.001	Cancer	27	[nan, 0.26666666666666666, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], []]	University of Milan	13.0	PhD	Department of Health Science - DISS																																															0.77629685	0
138	Katherine M. Finan, Greg Hodge, Ann M. Reynolds, Sandra Hodge, Mark D. Holmes, Andrew H. Baker, Paul N. Reynolds	In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater in vivo efficacy versus gene delivery for TIMPs-1 or -2	Lung Cancer (2006) 53, 273ÃÂ284	10.1016/j.lungcan.2006.06.006	2006				1.0		Overlapping microscopy images	1	6/13/16		1.0		1	http://doi.org/10.1016/j.lungcan.2006.06.006	Cancer	21	[2.6, nan, nan, nan, 0.24, nan, nan]	[['Lung cancer  ', 'The Journal of Gene Medicine ', 'Molecular Therapy ', 'Department of Thoracic Medicine'], [], [], [], [], [], []]	Royal Adelaide Hospital	1.0		Department of Thoracic Medicine																																															0.65901095	0
139	Kang Fang, Shih-Ping Chen, Chia-Wei Lin, Wan-Chun Cheng, Hwei-Tien Huang	Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells	Lung Cancer 63 (2009) 227ÃÂ234	10.1016/j.lungcan.2008.05.026	2009				1.0		Shifted reused blots	1	10/1/16	1.0			1	http://doi.org/10.1016/j.lungcan.2008.05.026	Cancer	15	[nan, nan, nan, nan, nan]	[[], [], [], [], []]		12.0																																																	0.61648804	0
140	Shun-Dong Dai, Yan Wang, Gui-Yang Jiang, Peng-Xin Zhang, Xin-Jun Dong, Qiang Wei, Hong-Tao Xu, Qing-Chang Li, Chen Zhao, En-Hua Wang	Kaiso is expressed in lung cancer: Its expression and localization is affected by p120ctn	Lung Cancer 67 (2010) 205ÃÂ215	10.1016/j.lungcan.2009.06.013	2010					1.0	Duplicated parts of lanes to make 2 negative lanes	1	12/1/16	1.0			1	http://doi.org/10.1016/j.lungcan.2009.06.013	Cancer	40	[0.24489795918367346, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[['Apmis ', 'Lung cancer  ', 'Cancer Science ', 'Diagnostic Pathology ', 'International Journal of Clinical and Experimental Pathology ', 'Department of Pathology and PathophysiologyCollege of Basic Medical Sciences'], [], [], [], [], [], [], [], [], []]	First Affiliated Hospital of China Medical University	16.0		College of Basic Medical Sciences																																															0.72990096	0
141	Kazutoshi Komiya, Naoko Sueoka-Aragane, Akemi Sato, Takashi Hisatomi, Toru Sakuragi, Masahiro Mitsuoka, Toshimi Sato, Shinichiro Hayashi, Hiroto Izumi, Makoto Tsuneoka, Eisaburo Sueoka	Expression of Mina53, a novel c-Myc target gene, is a favorable prognostic marker in early stage lung cancer	Lung Cancer 69 (2010) 232ÃÂ238	10.1016/j.lungcan.2009.10.010	2010					1.0	Manipulated FACS panels	1	11/1/16		1.0		1	http://doi.org/10.1016/j.lungcan.2009.10.010	Cancer	40	[nan, nan, nan, 0.0, nan, 1.6, nan, nan, nan, nan]	"[[], [], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations'], [], ['The Proceedings of the Tecnology and Society Conference ', 'The Proceedings of the Dynamics & Design Conference ', 'The Proceedings of the JSME Symposium on Welfare Engineering '], [], [], [], []]"	Saga University	21.0		Department of Internal Medicine																																															0.70414543	0
142	Hakan Akca, Aydin Demiray, Onur Tokgun, Jun Yokota	Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells	Lung Cancer 73 (2011) 302ÃÂ309	10.1016/j.lungcan.2011.01.012	2011					1.0	Duplicated bands within same blot	1	11/1/16		1.0		1	http://doi.org/10.1016/j.lungcan.2011.01.012	Cancer	12	[nan, nan, nan, nan]	[[], [], [], []]	Pamukkale University	12.0	Prof.Dr.	Department of Medical Genetic																																															0.80178064	0
143	Norimitsu Tanaka, Shinichi Toyooka, Junichi Soh, Takafumi Kubo, Hiromasa Yamamoto, Yuho Maki, Takayuki Muraoka, Kazuhiko Shien, Masashi Furukawa, Tsuyoshi Ueno, Hiroaki Asano, Kazunori Tsukuda, Keisuke Aoe, Shinichiro Miyoshi	Frequent methylation and oncogenic role of microRNA-34b/c in small-cell lung cancer	Lung Cancer 76 (2012) 32ÃÂ38	10.1016/j.lungcan.2011.10.002	2012			1.0			Duplicated microscopy image; might be error	1			1.0		1	http://doi.org/10.1016/j.lungcan.2011.10.002	Cancer	56	[nan, 0.02727272727272727, nan, 0.625, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	"[[], ['Cancer Research ', 'Journal of thoracic oncology: official publication of the International Association for the Study of Lung Cancer ', 'Lung cancer  ', 'The Journal of heart and lung transplantation: the official publication of the International Society for Heart Transplantation ', 'Surgery Today ', 'Department of Cancer and Thoracic Surgery	'], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations'], [], [], [], [], [], [], [], [], [], []]"	Hirosaki University	32.0																																																	0.59446704	0
144	Dusanka S. Skundric, Weili Zhou, William W. Cruikshank, Rujuan Dai	Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE)	Journal of Autoimmunity 25 (2005) 206-214	10.1016/j.jaut.2005.09.016	2005				1.0		Duplicated blot strips, stretched multiple cases	1				1.0	1	http://doi.org/10.1016/j.jaut.2005.09.016	SciDirect	12	[nan, nan, nan, nan]	[[], [], [], []]	Wayne State University	37.0	MD	Department of Neurology																																															0.83708537	0
145	Pascale Gerbaud, LoÃÂµc Petzold, Patrice Therond, Wayne B. Anderson, Daniele Evain-Brion, Francoise Raynaud	Differential regulation of Cu, Zn- and Mn-superoxide dismutases by retinoic acid in normal and psoriatic human fibroblasts	Journal of Autoimmunity 24 (2005) 69-78	10.1016/j.jaut.2004.10.003	2005			1.0			Duplicated blot panel	1				1.0	1	http://doi.org/10.1016/j.jaut.2004.10.003	SciDirect	15	[nan, 0.75, 0.3434343434343434, nan, nan]	[[], [], ['Journal of Biological Chemistry ', 'Biochemical and Biophysical Research Communications ', 'Archives of Biochemistry and Biophysics ', 'Journal of Cellular Physiology ', 'FEBS Letters ', 'Laboratory of Cellular Oncology', 'Laboratory of Cellular Oncology', 'Department of Chemistry and Biochemistry'], [], []]	University of Paris-Saclay	4.0																																																	0.7491818	0
146	M. Sisto, S. Lisi, D. Castellana, P. Scagliusi, M. D'Amore, S. Caprio, A. Scagliusi, A. Acquafredda, M.A. Panaro, V. Mitolo	Autoantibodies from SjÃÂgren's syndrome induce activation of both the intrinsic and extrinsic apoptotic pathways in human salivary gland cell line A-253	Journal of Autoimmunity 27 (2006) 38-49	10.1016/j.jaut.2006.05.001	2006					1.0	Overlapping microscopy, duplicated bands within blots	1				1.0	1	http://doi.org/10.1016/j.jaut.2006.05.001	SciDirect	40	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], []]	INFN - Istituto Nazionale di Fisica Nucleare	20.0		Laboratori Nazionali di Legnaro LNL																																															0.8160804	0
147	Itshak Golan, Shlomo Nedvetzki, Ira Golan, Lora Eshkar-Sebban, David Levartovsky, Ori Elkayam, Dan Caspi, Suhail Aamar, Howard Amital, Alan Rubinow, David Naor	Expression of extra trinucleotide in CD44 variant of rheumatoid arthritis patients allows generation of disease-specific monoclonal antibody	Journal of Autoimmunity 28 (2007) 99-113	10.1016/j.jaut.2007.02.007	2007			1.0			Duplicated FACS panel	1				1.0	1	http://doi.org/10.1016/j.jaut.2007.02.007	SciDirect	44	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], [], []]	Daniel & Daisy Novel Therapeutics Ltd.	14.0	Ph.D.																																																0.66461444	0
148	Xiaoyan Xiao, Bin Ma, Baojun Dong, Peng Zhao, Ningwen Tai, Li Chen, F. Susan Wong, Li Wen	Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice	Journal of Autoimmunity 32 (2009) 85ÃÂ93	10.1016/j.jaut.2008.12.003	2009				1.0		Overlapping microscopy images	1				1.0	1	http://doi.org/10.1016/j.jaut.2008.12.003	SciDirect	24	[0.2857142857142857, nan, 0.15789473684210525, nan, nan, nan, nan, nan]	[['Archives of Medical Research ', 'Molecular Medicine Reports ', 'Journal of Molecular and Cellular Cardiology ', 'Sensors ', 'Experimental and Therapeutic Medicine ', 'Department of Nephrology', 'Department of Internal Medicine'], [], ['Journal of Petroleum Science and Engineering ', 'Corrosion Engineering Science and Technology ', 'International Journal of Hydrogen Energy ', 'Materials and Corrosion ', 'Journal of Materials Engineering and Performance '], [], [], [], [], []]	Shandong University	15.0			413.0	China	18.0	367.0	437.0	218.0	213.0	604.0	511.0	409.0	538.0	45.13	2015.0																																		0.75914335	0
149	Dana Ben-Ami Shor, Miri Blank, Sandra Reuter, Torsten Matthias, Inbal Beiglass, Alexander Volkov, Iris Barshack, Yehuda Shoenfeld	Anti-ribosomal-P antibodies accelerate lupus glomerulonephritis and induce lupus nephritis in nai_ve mice	Journal of Autoimmunity 54 (2014) 118-126	10.1016/j.jaut.2014.02.013	2014			1.0			Duplicated microscopy panels	1	2/1/16		1.0		1	http://doi.org/10.1016/j.jaut.2014.02.013	SciDirect	24	[nan, 0.3333333333333333, nan, nan, nan, nan, nan, nan]	[[], ['Immunologic Research ', 'Clinical and Experimental Rheumatology ', 'The Israel Medical Association journal: IMAJ ', 'Immunome Research ', 'Journal of Translational Medicine ', 'Sackler Faculty of Medicine'], [], [], [], [], [], []]	Sheba Medical Center	29.0	MD	Department of gastroenterology																																															0.3979098	0
150	Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan 	Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes	Cytokine 26 (2004) 1-8	10.1016/j.cyto.2003.11.014	2004			1.0			Duplicated blot	1				1.0	1	http://doi.org/10.1016/j.cyto.2003.11.014	SciDirect	9	[nan, nan, nan]	[[], [], []]	American University of Beirut	16.0	PhD	Department of Biology	682.0	Lebanon	1.0	114.0	247.0	218.0	915.0	892.0	812.0	880.0	871.0	44.38	2015.0																																		0.6581779	0
151	Ji-Yong Zhou, Ji-Gang Chen, Jin-Yong Wang, Jian-Xiang Wu, Hui Gong	cDNA cloning and functional analysis of goose interleukin-2 	Cytokine 30 (2005) 328-338	10.1016/j.cyto.2004.12.015	2005				1.0		Overlapping microscopy	1				1.0	1	http://doi.org/10.1016/j.cyto.2004.12.015	SciDirect	15	[0.3137254901960784, nan, nan, nan, nan]	[['Molecular Immunology ', 'Journal of Biotechnology ', 'Biochemical and Biophysical Research Communications ', 'Journal of General Virology ', 'ACTA MICROBIOLOGICA SINICA ', 'School of Biology', 'College of Animal SciencesInstitute of Preventive Veterinary Medicine'], [], [], [], []]	Hunan University	11.0		Institute of Preventive Veterinary Medicine																																															0.82252747	0
152	Sarine Markossian, Sawsan Ibrahim Kreydiyyeh	TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2	Cytokine 30 (2005) 319-327	10.1016/j.cyto.2004.11.009	2005					1.0	Duplicated bands within blot strips, multiple cases	1				1.0	1	http://doi.org/10.1016/j.cyto.2004.11.009	SciDirect	6	[nan, nan]	[[], []]	National Center for Advancing Translational Sciences (NCATS)	15.0		Department of Molecular Genetics																																															0.86079454	0
153	Hwa-Jeong Lee, Jin-Woo Cho, Sang-Cheol Kim, Kyung-Hwa Kang, Sun-Kyung Lee, Sung-Hee Pi, Suk-Keun Lee, Eun-Cheol Kim	Roles of p38 and ERK MAP kinases in IL-8 expression in TNF-a- and dexamethasone-stimulated human periodontal ligament cells	Cytokine 35 (2006) 67ÃÂ76	10.1016/j.cyto.2006.07.009	2006					1.0	Duplicated lanes within blots, many many case	1				1.0	1	http://doi.org/10.1016/j.cyto.2006.07.009	SciDirect	24	[nan, nan, nan, nan, nan, 0.75, nan, nan]	[[], [], [], [], [], ['International Journal of Operations & Production Management ', 'Information & Management ', 'Journal of Service Research ', 'Information Technology and Management ', 'Department of Business'], [], []]	Ewha Womans University	21.0		College of Pharmacy																																															0.7266927	0
